text,label
اتوق الى تتبع الاوردر,X X X X
فيني غير عنوان منزلي,X X X X
الاوردر وصل لوين,X X X
لو ينفع تشيل من الاوردر البطاطس والبيبسي,X X X X X ItemName ItemName
ايه الخطوة الي جاية,X X X X
رقم 9,X X
ابغى الاوردر هدي 2 بيتزا وسط مع رانش صوص,X X X itemnumber ItemName ItemSize Include Topping_Include Topping_Include
ممكن الغي وجبة العائلة من فضلك,X X ItemName ItemName X X
من فضلك عايز اضيف وجبة الدويتو,X X X X ItemName ItemName
فيك تفرجيني الطعام المفضل لا الي,X X X X X X
اعرض الاكل المفضل,X X X
تقدر تنقلني لممثل خدمة عملاء,X X X X X
فيك تورينى حسابى,X X X
عطيني القائمة المفضلة,X X X
ممكن اطلب بيتزا خضروات منغير بصل,X X ItemName ItemName Exclude Topping_Exclude
ابغى اطلع على اشيائى المضله,X X X X X
غيرلى رقم فونى القديم للرقم دا 1205412065,X X X X X X phone
فيني احذف العنوان اذا بتريد,X X X X X
يلي بعد هايدا,X X X
ممكن تبعتلي قائمة تغيير البيانات,X X X X X
محتاج مساعدة,X X
صار بدي احذف الماك دينار,X X X ItemName ItemName
وش سوي الان,X X X
ممكن تغيرلى فونى للرقم 1205846904,X X X X phone
بتقدر توصلنى مع ممثل خدمه العملاء,X X X X X X
ابي ارجع للقائمة الرئيسية,X X X X
بلغني بمعاد الاوردر لو سمحت,X X X X X
ازاي بسجل عنوان البيت,X X X X
عايز الغي عنواني,X X X
فيك ترسلي قائمة الطعام,X X X X
اريد تحويل اللغة الى الانكليزية,X X X X Language
نهدر باللغة العربية,X Language Language
فيني ادخل عنوان البيت بليز,X X X X X
بدي اتواصل مع حدا,X X X X
زودني بالقائمة المفضلة حقي,X X X X
خليني احط العنوان,X X X
هاخذ 2 بيتزا بيبروني معاها باربيكيو صوص,X itemnumber ItemName ItemName Include Topping_Include Topping_Include
عايز اشوف الطلبات المعتادة,X X X X
انا جعان,X X
عايز اعرف الاوردر فاضله اد ايه,X X X X X X
عايز 3 اطباق سلطة كبار مع طبق بطاطس محمرة,X itemnumber ItemName ItemName ItemSize Include Topping_Include Topping_Include Topping_Include
فيني اشطب هالعنوان اذا بتريد,X X X X X
عايز اشوف المنيو تاني من فضلك,X X X X X X
يعطيك العافية ابغى اغير عنوان البيت,X X X X X X
ابغاك تعرضلي طعامي المفضل,X X X X
بدي شوف قائمة السلطات,X X X MenuName
ايمت بيوصل الاكل,X X X
ابي غير رقم الجوال حجي,X X X X X
بدي اتطلع عالأكل يلي طلبتوا من قبل,X X X X X X X
ممكن اخذ الشيك,X X X
ابي صمونة بيف برجر بلا طماطم,X ItemName ItemName ItemName Exclude Topping_Exclude
انا كدا خلصت,X X X
اريد ان احول للإنجيليزية,X X X Language
شو بدي سوي الحين,X X X X
عايزة احط عنوان البيت,X X X X
اذا فيك تخليني شوف الكارت تبعي,X X X X X X
فاضل على الاوردر قد ايه,X X X X X
ممكن اعرف طريقة تسجيل العنوان,X X X X X
اقدر اشوف الاوردرات المفضلة بتاعتي,X X X X X
ابي احاسب,X X
هاتلي 5 شاورما لحمة كبير منغير كاتشب,X itemnumber ItemName ItemName ItemSize Exclude Topping_Exclude
كيداير,X
منغير تومية,Exclude Topping_Exclude
عايز اشوف الاوردرات الي قبل كدا,X X X X X X
بدي حدث البيانات تبعي,X X X X
الطلب صارله ساعه,X X X
3 وجبة هابي ميل تشيكن,itemnumber PredefinedMealName PredefinedMealName PredefinedMealName X
عايز ازود وجبة ميجا ماك,X X ItemName ItemName ItemName
10 قطع فرايد تشيكن,itemnumber X ItemName ItemName
عندي عنوان اخر,X X X
عايز خطواط تسجيل العنوان,X X X X
حابب اسأل عن اشيا,X X X X
عايز احول لغة التواصل الى انجليزية,X X X X X Language
عايز اشيل العنوان,X X X
ممكن تطلعنى على قوائم مطعم حسنى,X X X X X X
بدي غير رقمي بليز,X X X X
هستلم الاوردر في خلال قد ايه,X X X X X X
وريني الطلبات القديمة,X X X
اذا فيك تذهب للخطوة التالية,X X X X X
سمو شي,X X
اديش فاضل وقت على الاوردر,X X X X X
اذا فيك تعرضلي الكارت تبعي,X X X X X
بغيت استفسر عن اشيا,X X X X
اعرض لي المنيو الاساسي من فضلك,X X X X X X
بغيت اعرف وين المشكله,X X X X
عايزة احدد عنوان منزلي,X X X X
لو سمحت الغي الماك دينار,X X X ItemName ItemName
فيك تزودني بالمنيو من فضلك,X X X X X
ابغا اتحدث مع شي شخص,X X X X X
ابغى حبتين بيتزا خضروات سميكة,X itemnumber ItemName ItemName X
ابي عدل عنواني يا خيي,X X X X X
فيك تسويلي اوردر 5 ساندوتشات فرايد تشيكن مع صوص حار,X X X ItemSize ItemName ItemName ItemName Include Topping_Include Topping_Include
اعرض لي المنيو الاساسي من فضلك,X X X X X X
فيني شوف سندوتشات برجر كينج,X X X X X
عايزة ممثل خدمة عملاء اتكلم معاه,X X X X X X
لك ها,X X
الذهاب الى قائمة تغيير البيانات,X X X X X
ليش كل هذا التأخير,X X X X
دا ع بالى السؤال عن شئ,X X X X X X
الاوردر اتأخر,X X
عايز اشوف الاكل المسجل من قبل,X X X X X X
ممكن اتابع الأكل وصل لحد فين,X X X X X X
زودلي وجبة سوبر سوبريم مع تشيلي صوص,X PredefinedMealName PredefinedMealName PredefinedMealName Include Topping_Include Topping_Include
من فضلك تغيرلي رقم المحمول,X X X X X
فيك تزودلي عالأوردر سلطة بروكلي,X X X ItemName ItemName
راجعلى اوردرى,X X
فيني انتقل لقائمة تغيير البيانات اذا بتريد,X X X X X X X
امتى راح توصل الطلبات,X X X X
ممكن احذف عنوان البيت,X X X X
فيك تغيرلي لغة التواصل اذا بدك,X X X X X X
تحديد اللغة العربية,X X Language
عايز احدث عنواني,X X X
عايزة امسح عنواني لو سمحت,X X X X X
قولي ايه تاني,X X X
فيك تسجلي عنوان البيت الحين,X X X X X
اريد ان اغير عنوان المنزل,X X X X X
زود سلطة,Include Topping_Include
عايز انتقل للمرحلة التالية من فضلك,X X X X X X
ممكن توديني للقائمة الرئيسية,X X X X
هيوصلني امتى الطلبات,X X X
ابغى احذف العنوان حقي,X X X X
بغيت الشيك,X X
بعتلي رابط القائمة الرئيسية هلا فيك,X X X X X X
حابب اسأل عا شي,X X X X
اشنيا احوالك,X X
ابعتلي الطلبات الي طلبتها قبل كدا,X X X X X X
عايزة اعرف الاكل بياخد وقت اد ايه,X X X X X X X
حابة اسأل عن حاجة,X X X X
بدي اعرف المبلغ المطلوب,X X X X
ضيف وجبة ميكس جريل,X ItemName ItemName ItemName
ابي غير رقم الموبايل,X X X X
منيو السلطات في ستيك اوت,X X X X X
ابي ضيف عنوان البيت يا اخي,X X X X X X
ممكن اتطلع على الاوردرات اللى طلبتها,X X X X X X
اديني الحساب من فضلك,X X X X
ممكن تديني الشيك,X X X
ممكن اشيل وجبة الماك دينار من فضلك,X X ItemName ItemName ItemName X X
بعد اذنك عايزاهم كبار,X X X ItemSize
راح فرجيكم عنوان منزلي,X X X X
بعد اذنك عايزاهم كبار,X X X ItemSize
عايز وجبة التوفير,X ItemName ItemName
شو التالي,X X
الحساب المطلوب كام لو سمحت,X X X X X
لو سمحت عايز احط عنوان البيت,X X X X X X
كم الحساب الخاص بالاوردر,X X X X
عايزة اشوف الاوردرات القديمة,X X X X
اقدر الغي العنوان المسجل,X X X X
الطلبات هتوصل خلال قد ايه,X X X X X
صار فيك تتابع الاوردر,X X X X
عايزة الاختيار الثالث,Include X X
ابغى اشيك على الطلبات حقي,X X X X X
ليش لهلا الاوردر برقم 9459 حقى ماوصل,X X X X OrderNumber X X
اقدر اشوف السندوتشات في برجر كينج,X X X X X X
لفين وصل الاوردر حقى برقم 8857,X X X X X OrderNumber
عايزة اغير بياناتي المتسجلة,X X X X
احذفلي عنوان ابيت,X X X
بعدين,X
داير تساعدني,X X
شو بعد,X X
ابغا 4 وجبات كله بيج ماك,X itemnumber X X ItemName ItemName
ابي اختار اللغة العربية,X X X Language
ابغى احصل على مرجريتا بيتزا,X X X ItemName MenuName
خليني ضيف عنوان اخر,X X X X
زود الاختيار التاني,Include X X
دلوقتي لو عايزة اغير رقم الموبايل اعمل ايه,X X X X X X X X
آزول,X
ممكن توريني القائمة الرئيسية,X X X X
عايز قائمة الباستا,X X MenuName
عايز انهي الأوردر,X X X
اعرضلي الاوردرات المعتادة,X X X
فيني شوف الاوردر من جديد,X X X X X
داير مساعدة,X X
5 وجبات ميكس جريل زود تومية,itemnumber PredefinedMealName PredefinedMealName PredefinedMealName Include Topping_Include
3 ساندوتشات شاورما لحمة كيزر معاههم تومية,itemnumber ItemName ItemName ItemName ItemSize Include Topping_Include
هيدا عنوان جديد,X X X
عايز ارجع للصفحة الرئيسية,X X X X
عايز 2 بطاطس كبير,X itemnumber ItemName ItemSize
فيك تراجع معي الطلبات,X X X X
عايزة حجمها وسط,X X ItemSize
ممكن اتابع الطلبات,X X X
بدي عدل مكان الاقامة,X X X X
بدياك تفرجيني الاكل يلي طلبته من قبل,X X X X X X X
فاضل قد ايه على الطلبات,X X X X X
ابي 3 حبات تربل بوكس,X itemnumber itemnumber PredefinedMealName PredefinedMealName
بدي ضيف عنوان البيت تبعي الحين,X X X X X X
فيك تفرجيني منيو البيف برجر ف ماك بليز,X X X X X X X X
فيني شوف المنيو,X X X
الرجوع الى المنيو,X X X
ممكن احذف وجبه نيو تويستر من الاوردر,X X X ItemName ItemName X X
عايز بيتزا خضروات كبيرة,X ItemName ItemName ItemSize
عايز استفسر عن شيء,X X X X
زودلي وجبة التوفير لو سمحت,X ItemName ItemName X X
راويني الطلبات اللي حطيتها,X X X X
اقدر أخد الحجم الصغير,X X X ItemSize
عايزة اغير رقم موبايلي,X X X X
يا خيي ابي سجل عنوان البيت,X X X X X X
عايز اسجل عنوان البيت,X X X X
بدياك تفرجينى الشيك,X X X
اعرضلي اكلي المفضل,X X X
ممكن تبعتلي قائمة السلطات,X X X MenuName
بدى 4 هوت دوج كبير مع كاتشب وبدون اى سلطات,X itemnumber ItemName ItemName ItemSize Include Topping_Include Exclude X Topping_Exclude
كنت عايزة اسجل عنوان المنزل,X X X X X
الحساب يافندم,X X
وريني منيو الوجبات بماكدونالدز,X X X X
عايزة اغير رقم تليفوني,X X X X
اذا بتريد ممكن تطلب لى اتنين فراخ بانيه من غير كاتشب,X X X X X itemnumber ItemName ItemName Exclude Exclude Topping_Exclude
